Palabra,Donald Trump.csv,,James David Vance.csv,,Joe Biden.csv,,Kamala Harris.csv,,Tim Walz.csv,Sentimiento
serious,22,,5,,22,,32,,10,Neutral
longer,22,,13,,27,,19,,5,Neutral
follower,22,,8,,14,,8,,4,Neutral
decision,22,,11,,42,,31,,12,Neutral
china,22,,14,,54,,28,,46,Neutral
base,22,,8,,17,,9,,5,Neutral
position,22,,11,,29,,16,,14,Neutral
blood,22,,8,,17,,27,,3,Neutral
seriously,22,,8,,37,,23,,8,Neutral
mention,22,,8,,34,,14,,12,Neutral
later,22,,6,,30,,10,,3,Neutral
alone,22,,4,,41,,19,,19,Neutral
none,22,,6,,25,,22,,10,Neutral
legend,22,,0,,3,,14,,2,Neutral
social,22,,13,,25,,28,,17,Neutral
corruption,22,,9,,26,,14,,4,Negativa
interference,22,,0,,3,,1,,1,Negativa
dana,22,,1,,0,,0,,0,0
paying,21,,5,,31,,31,,5,Neutral
piece,21,,10,,16,,20,,14,Neutral
step,21,,3,,71,,16,,6,Neutral
happening,21,,3,,25,,17,,4,Neutral
laugh,21,,9,,37,,67,,14,Neutral
bag,21,,7,,21,,11,,7,Neutral
behavior,21,,1,,6,,9,,6,Neutral
puppet,21,,16,,80,,61,,6,Negativa
zero,21,,5,,21,,16,,10,Neutral
everyday,21,,5,,14,,20,,6,Neutral
supporting,21,,13,,37,,50,,15,Positiva
game,21,,9,,24,,9,,9,Neutral
reporter,21,,15,,21,,13,,1,Neutral
voice,21,,5,,27,,57,,13,Neutral
complete,21,,5,,27,,18,,9,Neutral
payment,21,,0,,3,,5,,2,Neutral
glad,21,,7,,34,,29,,18,Positiva
cop,21,,1,,11,,3,,3,Neutral
short,21,,10,,20,,8,,3,Neutral
pray,21,,5,,11,,23,,9,Neutral
charged,21,,2,,10,,1,,1,Neutral
ai,21,,3,,48,,7,,6,Neutral
victim,21,,4,,8,,20,,12,Neutral
animal,21,,1,,5,,0,,5,Neutral
especially,21,,8,,32,,27,,15,Neutral
paxton,21,,0,,0,,0,,0,0
almost,20,,6,,60,,31,,17,Neutral
air,20,,11,,32,,18,,12,Neutral
gave,20,,8,,46,,26,,18,Neutral
whatever,20,,13,,33,,28,,12,Neutral
based,20,,9,,10,,28,,10,Neutral
stopped,20,,3,,19,,14,,10,Neutral
interview,20,,44,,126,,54,,24,Neutral
camera,20,,0,,18,,6,,8,Neutral
cut,20,,12,,29,,36,,19,Neutral
ar,20,,0,,0,,5,,0,0
daughter,20,,4,,24,,34,,19,Neutral
moron,20,,4,,20,,22,,9,Negativa
huge,20,,7,,31,,26,,15,Neutral
difference,20,,13,,35,,23,,18,Neutral
gone,20,,8,,52,,20,,9,Neutral
lied,20,,12,,32,,37,,36,Negativa
attack,20,,13,,30,,11,,15,Negativa
pick,20,,75,,39,,11,,18,Neutral
loss,20,,5,,8,,6,,11,Negativa
key,20,,4,,16,,5,,2,Neutral
month,20,,10,,64,,26,,17,Neutral
self,20,,8,,26,,25,,9,Neutral
single,20,,7,,23,,30,,12,Neutral
count,20,,3,,21,,15,,2,Neutral
door,20,,5,,17,,5,,18,Neutral
stormy,20,,1,,5,,0,,0,0
kennedy,20,,3,,23,,4,,3,Neutral
laughing,20,,7,,35,,36,,6,Neutral
asked,19,,8,,17,,19,,14,Neutral
folk,19,,13,,37,,30,,13,Neutral
throw,19,,5,,19,,8,,14,Neutral
fun,19,,3,,32,,28,,28,Positiva
horrible,19,,21,,21,,24,,11,Negativa
often,19,,5,,18,,7,,5,Neutral
three,19,,11,,24,,40,,9,Neutral
conservative,19,,6,,16,,13,,8,Negativa
christian,19,,13,,10,,26,,8,Neutral
simple,19,,4,,18,,21,,9,Neutral
earth,19,,13,,29,,25,,12,Neutral
smell,19,,3,,10,,5,,10,Negativa
turned,19,,11,,35,,20,,6,Neutral
landslide,19,,2,,11,,7,,4,Neutral
killing,19,,4,,25,,17,,7,Negativa
late,19,,6,,41,,9,,11,Neutral
period,19,,8,,16,,19,,5,Neutral
defense,19,,2,,8,,3,,1,Neutral
disgrace,19,,7,,29,,15,,12,Negativa
europe,19,,8,,39,,14,,2,Neutral
hunter,19,,0,,14,,10,,11,Neutral
realize,19,,5,,22,,27,,5,Neutral
low,19,,9,,26,,22,,17,Neutral
proud,19,,13,,53,,120,,27,Positiva
congress,19,,5,,44,,13,,11,Neutral
sit,19,,5,,19,,15,,7,Neutral
jr,19,,12,,20,,9,,10,Neutral
sent,19,,7,,184,,8,,9,Neutral
die,19,,3,,22,,12,,6,Negativa
soon,19,,7,,27,,35,,5,Neutral
innocent,19,,4,,26,,17,,9,Neutral
looked,19,,1,,21,,15,,7,Neutral
fbi,19,,6,,11,,7,,2,Neutral
special,19,,3,,21,,7,,5,Neutral
mental,19,,8,,49,,9,,3,Neutral
billion,19,,4,,48,,24,,17,Neutral
destroy,19,,4,,40,,20,,14,Negativa
hsien,19,,0,,32,,0,,0,0
loong,19,,0,,32,,0,,0,0
level,18,,7,,26,,24,,21,Neutral
proof,18,,8,,13,,11,,5,Neutral
propaganda,18,,11,,41,,30,,9,Negativa
daddy,18,,6,,4,,10,,17,Neutral
fix,18,,10,,31,,24,,30,Neutral
sign,18,,4,,28,,8,,7,Neutral
create,18,,2,,16,,5,,6,Neutral
anymore,18,,6,,58,,30,,10,Neutral
possible,18,,7,,18,,13,,10,Neutral
explain,18,,5,,15,,14,,12,Neutral
caught,18,,1,,18,,5,,3,Neutral
bunch,18,,2,,31,,24,,17,Neutral
bro,18,,3,,86,,17,,2,Neutral
interesting,18,,4,,20,,19,,9,Positiva
statement,18,,7,,33,,10,,13,Neutral
ballot,18,,8,,33,,29,,19,Neutral
four,18,,8,,115,,55,,20,Neutral
value,18,,9,,27,,24,,18,Neutral
land,18,,6,,40,,17,,8,Neutral
easy,18,,7,,32,,14,,8,Positiva
federal,18,,8,,14,,6,,13,Neutral
economic,18,,0,,17,,16,,40,Neutral
continue,18,,7,,41,,23,,12,Neutral
wearing,18,,2,,17,,11,,6,Neutral
perfect,18,,10,,38,,28,,13,Positiva
tired,18,,2,,18,,8,,8,Negativa
oil,18,,5,,12,,9,,3,Neutral
handle,18,,1,,13,,6,,9,Neutral
likely,18,,4,,20,,10,,6,Neutral
obviously,18,,5,,30,,18,,4,Neutral
brought,18,,3,,37,,22,,16,Neutral
campaigning,18,,1,,6,,7,,4,Neutral
cold,18,,3,,13,,4,,2,Negativa
protest,18,,1,,55,,1,,5,Negativa
range,18,,3,,1,,0,,0,0
car,17,,9,,30,,6,,28,Neutral
everybody,17,,5,,14,,17,,5,Neutral
started,17,,3,,53,,27,,11,Neutral
aint,17,,3,,40,,43,,10,Neutral
communist,17,,8,,20,,33,,26,Neutral
wear,17,,2,,12,,8,,6,Neutral
health,17,,10,,33,,24,,24,Neutral
created,17,,10,,33,,15,,7,Neutral
djt,17,,8,,10,,6,,4,Neutral
speaking,17,,8,,35,,67,,13,Neutral
expect,17,,2,,13,,11,,3,Neutral
stupidity,17,,1,,10,,4,,2,Negativa
build,17,,1,,22,,12,,5,Neutral
omg,17,,5,,19,,28,,6,Neutral
otherwise,17,,3,,9,,6,,5,Neutral
lead,17,,6,,36,,31,,11,Positiva
society,17,,6,,25,,19,,11,Neutral
brother,17,,6,,24,,14,,21,Neutral
lower,17,,7,,25,,8,,10,Neutral
inflation,17,,0,,116,,82,,20,Neutral
weird,17,,24,,19,,20,,142,Negativa
surprised,17,,6,,19,,11,,5,Neutral
shirt,17,,8,,6,,6,,10,Neutral
opponent,17,,5,,32,,14,,8,Negativa
foot,17,,8,,23,,6,,2,Neutral
melania,17,,2,,3,,2,,1,Neutral
nonsense,17,,4,,15,,19,,8,Negativa
golf,17,,0,,33,,3,,3,Neutral
responsible,17,,4,,22,,15,,2,Neutral
missed,17,,2,,8,,3,,6,Negativa
window,17,,0,,7,,3,,3,Neutral
drop,17,,4,,52,,11,,5,Neutral
k,17,,4,,34,,17,,22,Neutral
donny,17,,2,,2,,4,,1,Neutral
several,17,,2,,8,,7,,5,Neutral
prosecutor,17,,2,,7,,8,,1,Neutral
noem,17,,0,,0,,0,,0,0
committed,17,,3,,14,,2,,5,Neutral
group,17,,9,,20,,21,,16,Neutral
age,17,,5,,191,,26,,19,Neutral
account,17,,2,,17,,9,,2,Neutral
investigation,17,,0,,5,,6,,4,Neutral
jenner,17,,0,,1,,0,,0,0
official,16,,6,,18,,7,,8,Neutral
becomes,16,,6,,12,,13,,3,Neutral
cash,16,,0,,21,,9,,4,Neutral
born,16,,14,,19,,44,,15,Neutral
choose,16,,10,,36,,23,,10,Neutral
n,16,,4,,29,,27,,14,Neutral
total,16,,7,,28,,11,,16,Neutral
showed,16,,3,,17,,15,,10,Neutral
hilarious,16,,8,,29,,24,,7,Positiva
known,16,,7,,16,,13,,6,Neutral
feeling,16,,6,,24,,19,,5,Neutral
waste,16,,5,,11,,12,,13,Negativa
excuse,16,,5,,25,,7,,7,Negativa
doubt,16,,8,,24,,14,,10,Negativa
whether,16,,3,,23,,20,,5,Neutral
safe,16,,7,,33,,15,,6,Positiva
deep,16,,6,,14,,18,,13,Neutral
hunt,16,,2,,2,,2,,0,0
majority,16,,3,,33,,19,,5,Neutral
mentally,16,,1,,43,,9,,3,Neutral
rapist,16,,2,,11,,4,,1,Neutral
failure,16,,3,,35,,12,,13,Negativa
notice,16,,4,,16,,11,,6,Neutral
fair,16,,10,,19,,9,,12,Positiva
apart,16,,2,,13,,11,,3,Neutral
fit,16,,9,,45,,16,,7,Neutral
channel,16,,15,,50,,3,,8,Neutral
weapon,16,,2,,24,,7,,10,Neutral
disabled,16,,0,,4,,2,,1,Negativa
talked,16,,6,,14,,11,,6,Neutral
view,16,,17,,28,,43,,19,Neutral
per,16,,0,,8,,8,,3,Neutral
beyond,16,,3,,18,,9,,8,Neutral
losing,16,,1,,22,,7,,11,Negativa
playing,16,,5,,25,,21,,5,Neutral
leftist,16,,4,,14,,7,,12,Neutral
jd,16,,300,,8,,11,,50,Neutral
somebody,16,,2,,17,,13,,13,Neutral
quite,16,,6,,38,,10,,7,Neutral
protecting,16,,1,,11,,8,,9,Neutral
military,16,,21,,38,,21,,30,Neutral
chump,16,,6,,1,,5,,0,0
interest,16,,6,,51,,26,,15,Neutral
prayer,16,,4,,8,,7,,2,Neutral
putting,16,,9,,24,,19,,18,Neutral
direction,16,,2,,11,,3,,3,Neutral
hillary,16,,3,,24,,7,,5,Neutral
attorney,16,,1,,3,,1,,4,Neutral
witness,16,,0,,7,,1,,0,0
barron,16,,0,,1,,0,,3,Neutral
ready,16,,6,,29,,36,,5,Positiva
fjb,16,,0,,79,,1,,2,Neutral
plotted,16,,0,,25,,0,,0,0
expense,16,,1,,7,,5,,1,Neutral
zelensky,16,,0,,2,,1,,0,0
stage,15,,5,,40,,55,,24,Neutral
indian,15,,22,,41,,146,,1,Neutral
roast,15,,0,,17,,1,,3,Neutral
bought,15,,10,,7,,19,,5,Neutral
city,15,,7,,34,,22,,36,Neutral
worry,15,,2,,15,,24,,8,Negativa
fan,15,,4,,23,,39,,16,Neutral
message,15,,3,,50,,49,,6,Neutral
sentence,15,,5,,47,,18,,5,Neutral
decided,15,,3,,8,,12,,4,Neutral
trained,15,,2,,2,,0,,3,Neutral
within,15,,2,,14,,12,,8,Neutral
civil,15,,5,,23,,8,,3,Neutral
anybody,15,,4,,19,,16,,5,Neutral
bully,15,,7,,15,,19,,6,Negativa
spot,15,,1,,17,,11,,0,0
artist,15,,1,,3,,18,,2,Neutral
fund,15,,2,,23,,5,,8,Neutral
spend,15,,1,,11,,7,,6,Neutral
phone,15,,2,,7,,90,,2,Neutral
waiting,15,,3,,27,,20,,4,Neutral
couple,15,,5,,17,,11,,7,Neutral
christ,15,,13,,10,,14,,0,0
sell,15,,7,,19,,21,,7,Neutral
ignorant,15,,6,,11,,29,,6,Negativa
third,15,,2,,25,,8,,5,Neutral
incompetent,15,,2,,33,,19,,4,Negativa
sir,15,,5,,44,,20,,7,Neutral
admit,15,,6,,13,,9,,7,Neutral
jew,15,,2,,47,,8,,3,Neutral
realized,15,,2,,8,,4,,2,Neutral
needed,15,,9,,31,,19,,15,Neutral
hush,15,,0,,4,,0,,0,0
credit,15,,3,,21,,14,,3,Neutral
thousand,15,,5,,24,,11,,8,Neutral
x,15,,3,,18,,16,,4,Neutral
pas,14,,8,,24,,12,,5,Neutral
pro,14,,7,,32,,10,,2,Neutral
desperate,14,,2,,10,,36,,5,Negativa
however,14,,5,,31,,29,,12,Neutral
vice,14,,40,,44,,69,,46,Negativa
kept,14,,6,,26,,14,,7,Neutral
standard,14,,2,,13,,12,,5,Neutral
appeal,14,,4,,5,,3,,6,Positiva
acting,14,,6,,15,,38,,8,Neutral
honest,14,,12,,32,,27,,17,Positiva
woke,14,,6,,13,,12,,9,Neutral
york,14,,1,,9,,14,,3,Neutral
danger,14,,6,,19,,9,,8,Negativa
mob,14,,1,,4,,1,,4,Neutral
praise,14,,2,,5,,4,,2,Positiva
v,14,,6,,44,,26,,9,Neutral
devil,14,,6,,17,,18,,3,Negativa
wall,14,,5,,17,,14,,7,Neutral
anyway,14,,3,,27,,14,,3,Neutral
hopefully,14,,3,,17,,18,,5,Neutral
tim,14,,22,,1,,27,,480,Neutral
helped,14,,1,,13,,10,,9,Positiva
ladder,14,,0,,0,,0,,0,0
rate,14,,6,,38,,21,,16,Neutral
benefit,14,,5,,22,,22,,11,Positiva
saved,14,,2,,17,,3,,3,Neutral
core,14,,1,,6,,5,,2,Neutral
unless,14,,4,,22,,10,,2,Neutral
post,14,,7,,18,,17,,9,Neutral
destroying,14,,3,,32,,17,,1,Neutral
alive,14,,9,,29,,7,,5,Neutral
test,14,,3,,17,,4,,3,Neutral
conman,14,,0,,4,,4,,2,Neutral
despite,14,,3,,12,,4,,6,Neutral
yard,14,,0,,2,,1,,4,Neutral
figure,14,,6,,11,,13,,15,Neutral
missing,14,,6,,11,,14,,6,Neutral
hero,14,,3,,18,,26,,8,Positiva
theory,14,,3,,8,,1,,3,Neutral
absurd,14,,1,,1,,0,,2,Negativa
suck,14,,11,,16,,10,,8,Negativa
light,14,,4,,15,,20,,10,Neutral
ny,14,,2,,6,,1,,2,Neutral
contempt,14,,3,,0,,1,,1,Negativa
merchan,14,,0,,0,,0,,0,0
favor,14,,6,,7,,6,,4,Positiva
situation,14,,3,,22,,13,,5,Neutral
goat,14,,2,,2,,2,,1,Neutral
popular,14,,4,,14,,7,,4,Positiva
ie,14,,0,,5,,5,,2,Neutral
responsibility,14,,4,,13,,2,,2,Neutral
purpose,14,,5,,10,,7,,6,Neutral
hire,14,,4,,9,,11,,3,Neutral
breaking,14,,1,,22,,6,,1,Negativa
li,14,,0,,33,,0,,0,0
alina,14,,0,,0,,0,,0,0
footage,14,,0,,6,,1,,0,0
honestly,13,,11,,36,,23,,8,Neutral
repeat,13,,3,,11,,7,,3,Neutral
cheating,13,,4,,12,,11,,3,Negativa
actor,13,,2,,18,,166,,6,Neutral
unbelievable,13,,6,,12,,4,,4,Negativa
walz,13,,40,,0,,71,,606,Neutral
butt,13,,4,,10,,4,,3,Neutral
michael,13,,1,,12,,2,,2,Neutral
okay,13,,5,,21,,14,,16,Neutral
loses,13,,1,,13,,10,,3,Negativa
towards,13,,6,,29,,6,,5,Neutral
current,13,,6,,34,,23,,3,Neutral
amount,13,,1,,26,,9,,0,0
awful,13,,5,,9,,7,,3,Negativa
immediately,13,,3,,7,,5,,5,Neutral
character,13,,9,,15,,26,,17,Neutral
pres,13,,3,,14,,5,,0,0
trouble,13,,6,,18,,10,,10,Negativa
luck,13,,5,,9,,11,,5,Positiva
son,13,,4,,5,,5,,8,Neutral
russian,13,,4,,27,,7,,2,Neutral
chaos,13,,1,,26,,6,,9,Negativa
dementia,13,,0,,65,,10,,4,Neutral
treated,13,,2,,6,,3,,2,Neutral
raise,13,,3,,16,,19,,6,Neutral
watched,13,,6,,16,,11,,7,Neutral
correct,13,,2,,11,,9,,8,Positiva
belongs,13,,5,,5,,5,,4,Neutral
spent,13,,3,,13,,24,,7,Neutral
straight,13,,10,,28,,25,,19,Neutral
absolute,13,,5,,31,,11,,11,Neutral
paper,13,,6,,14,,5,,3,Neutral
early,13,,5,,16,,25,,17,Neutral
speaks,13,,12,,30,,32,,16,Neutral
process,13,,6,,23,,4,,0,0
primary,13,,1,,25,,13,,6,Neutral
student,13,,7,,66,,3,,17,Neutral
steal,13,,1,,22,,10,,3,Negativa
trail,13,,1,,8,,6,,2,Neutral
amendment,13,,3,,9,,8,,3,Neutral
hide,13,,2,,16,,6,,5,Neutral
whose,13,,2,,12,,19,,7,Neutral
australia,13,,1,,15,,5,,2,Neutral
chief,13,,3,,17,,7,,2,Neutral
average,13,,5,,13,,19,,5,Neutral
touch,13,,4,,268,,24,,9,Neutral
powerful,13,,2,,21,,28,,4,Positiva
hired,13,,2,,4,,1,,6,Neutral
round,13,,2,,10,,4,,5,Neutral
pic,13,,4,,1,,2,,1,Neutral
asking,13,,10,,20,,14,,7,Neutral
nd,13,,3,,20,,5,,6,Neutral
killer,13,,0,,4,,3,,2,Negativa
daily,13,,2,,18,,4,,9,Neutral
insanity,13,,0,,3,,6,,2,Negativa
lmao,13,,5,,22,,23,,9,Neutral
including,13,,5,,21,,26,,13,Neutral
judicial,13,,0,,3,,1,,2,Neutral
witch,13,,4,,7,,8,,4,Neutral
ben,13,,2,,3,,3,,0,0
shoe,13,,1,,7,,0,,4,Neutral
agency,13,,2,,12,,2,,6,Neutral
violation,13,,2,,7,,1,,0,0
caitlyn,13,,0,,1,,0,,0,0
wong,13,,0,,22,,0,,0,0
tucker,13,,4,,4,,2,,23,Neutral
wsj,12,,0,,1,,3,,2,Neutral
example,12,,6,,21,,21,,8,Neutral
spirit,12,,6,,7,,7,,3,Neutral
type,12,,10,,19,,18,,8,Neutral
greatest,12,,8,,36,,12,,5,Positiva
humor,12,,2,,46,,8,,5,Positiva
f,12,,9,,34,,31,,6,Neutral
individual,12,,5,,21,,8,,9,Neutral
raised,12,,4,,8,,13,,7,Neutral
weak,12,,8,,41,,22,,7,Negativa
trafficking,12,,0,,11,,14,,1,Neutral
department,12,,2,,8,,6,,4,Neutral
bible,12,,1,,9,,7,,6,Neutral
near,12,,3,,15,,11,,13,Neutral
pull,12,,2,,26,,11,,7,Neutral
moral,12,,11,,14,,13,,4,Neutral
oval,12,,1,,8,,4,,0,0
florida,12,,3,,8,,5,,3,Neutral
driving,12,,1,,15,,2,,6,Neutral
clip,12,,2,,22,,12,,11,Neutral
youtube,12,,0,,48,,23,,14,Neutral
wtf,12,,3,,27,,28,,5,Neutral
possibly,12,,3,,8,,3,,5,Neutral
abc,12,,8,,5,,7,,11,Neutral
scared,12,,6,,20,,14,,3,Negativa
east,12,,6,,35,,22,,4,Neutral
knowing,12,,5,,7,,8,,6,Neutral
pocket,12,,3,,18,,11,,4,Neutral
secure,12,,9,,12,,7,,9,Positiva
eat,12,,0,,19,,8,,15,Neutral
decent,12,,11,,24,,12,,8,Positiva
whining,12,,0,,8,,2,,1,Negativa
german,12,,3,,8,,6,,5,Neutral
foreign,12,,7,,36,,22,,9,Neutral
area,12,,4,,13,,13,,10,Neutral
original,12,,1,,10,,12,,3,Neutral
meant,12,,4,,16,,10,,13,Neutral
return,12,,3,,14,,10,,3,Neutral
bullshit,12,,3,,10,,7,,1,Negativa
republic,12,,4,,21,,15,,1,Neutral
surprise,12,,3,,8,,9,,2,Neutral
wide,12,,1,,11,,6,,4,Neutral
crooked,12,,3,,33,,0,,2,Negativa
dump,12,,5,,4,,17,,1,Negativa
info,12,,0,,4,,1,,1,Neutral
illegals,12,,5,,35,,35,,24,Neutral
fail,12,,2,,22,,7,,6,Negativa
potus,12,,5,,33,,11,,4,Neutral
besides,12,,2,,11,,6,,5,Neutral
understanding,12,,2,,12,,5,,6,Neutral
across,12,,5,,27,,19,,9,Neutral
major,12,,2,,17,,9,,13,Neutral
mcdonalds,12,,1,,6,,10,,6,Neutral
ego,12,,2,,10,,6,,3,Neutral
accountability,12,,1,,8,,2,,3,Neutral
teleprompter,12,,3,,39,,69,,5,Neutral
hed,12,,6,,13,,1,,3,Neutral
fast,12,,3,,22,,6,,1,Positiva
billionaire,12,,4,,6,,17,,15,Neutral
cell,12,,1,,8,,15,,1,Neutral
loose,12,,8,,7,,5,,6,Negativa
commit,12,,0,,10,,2,,5,Neutral
force,12,,10,,29,,35,,8,Neutral
jewish,12,,2,,26,,6,,4,Neutral
pure,12,,2,,8,,13,,8,Positiva
magazine,12,,0,,0,,2,,1,Neutral
ron,12,,3,,5,,1,,0,0
except,12,,6,,25,,18,,13,Neutral
doj,12,,0,,9,,3,,4,Neutral
deserve,12,,3,,17,,9,,7,Neutral
female,12,,5,,22,,29,,10,Neutral
proven,12,,3,,17,,12,,3,Positiva
learn,12,,6,,21,,17,,4,Neutral
misinformation,12,,0,,17,,19,,6,Neutral
rid,12,,5,,19,,13,,5,Neutral
robbery,12,,0,,24,,1,,0,0
glory,12,,1,,2,,2,,2,Positiva
ken,12,,0,,0,,0,,0,0
rnc,12,,8,,3,,1,,2,Neutral
director,12,,1,,12,,0,,2,Neutral
hot,11,,2,,10,,13,,19,Positiva
option,11,,5,,21,,6,,3,Neutral
ahead,11,,5,,21,,10,,9,Neutral
canada,11,,2,,28,,19,,5,Neutral
limit,11,,2,,18,,3,,2,Negativa
p,11,,5,,15,,31,,6,Neutral
smh,11,,4,,10,,23,,5,Neutral
caused,11,,2,,17,,16,,2,Neutral
racism,11,,2,,11,,13,,6,Negativa
scary,11,,4,,19,,9,,7,Negativa
authoritarian,11,,1,,6,,5,,1,Negativa
senile,11,,1,,52,,5,,1,Negativa
basically,11,,8,,22,,6,,6,Neutral
shocked,11,,0,,9,,10,,3,Negativa
worked,11,,14,,19,,18,,14,Positiva
drive,11,,1,,11,,5,,7,Neutral
violated,11,,0,,0,,3,,0,0
fucking,11,,2,,10,,12,,3,Negativa
professional,11,,4,,16,,14,,2,Neutral
buddy,11,,4,,11,,9,,5,Neutral
predicted,11,,1,,7,,0,,0,0
push,11,,4,,18,,13,,7,Neutral
blind,11,,6,,17,,17,,3,Negativa
north,11,,2,,22,,11,,16,Neutral
usual,11,,0,,12,,3,,3,Neutral
tough,11,,4,,6,,4,,15,Positiva
bringing,11,,0,,12,,20,,4,Neutral
loved,11,,2,,24,,43,,10,Positiva
hurt,11,,2,,20,,8,,11,Negativa
wheres,11,,1,,12,,10,,7,Neutral
youll,11,,5,,12,,10,,9,Neutral
admitted,11,,2,,9,,24,,5,Neutral
compare,11,,4,,9,,4,,7,Neutral
mother,11,,8,,17,,58,,20,Neutral
energy,11,,4,,23,,15,,12,Neutral
path,11,,2,,9,,7,,1,Neutral
praying,11,,5,,4,,11,,3,Neutral
perhaps,11,,3,,7,,3,,3,Neutral
highest,11,,1,,11,,8,,5,Neutral
quiet,11,,1,,4,,6,,2,Positiva
consequence,11,,1,,12,,2,,5,Neutral
lifetime,11,,4,,23,,1,,5,Neutral
w,11,,3,,17,,13,,4,Neutral
jan,11,,6,,18,,8,,5,Neutral
decide,11,,3,,18,,14,,7,Neutral
mistake,11,,9,,21,,11,,3,Negativa
plus,11,,6,,13,,15,,7,Neutral
planet,11,,2,,28,,11,,5,Neutral
general,11,,4,,21,,6,,10,Neutral
intelligence,11,,9,,9,,18,,5,Positiva
shall,11,,10,,14,,15,,1,Neutral
holy,11,,2,,16,,9,,2,Positiva
felony,11,,2,,8,,1,,4,Neutral
ground,11,,3,,21,,7,,12,Neutral
worker,11,,8,,5,,22,,9,Neutral
due,11,,6,,26,,14,,6,Neutral
movie,11,,3,,13,,73,,4,Neutral
song,11,,0,,5,,24,,30,Neutral
boring,11,,6,,5,,5,,7,Negativa
wrote,11,,6,,27,,27,,6,Neutral
horse,11,,3,,3,,3,,5,Neutral
remove,11,,3,,13,,5,,3,Neutral
ur,11,,1,,21,,15,,1,Neutral
coverage,11,,1,,5,,2,,5,Neutral
daniel,11,,2,,5,,1,,0,0
delay,11,,1,,5,,0,,3,Negativa
tree,11,,2,,8,,6,,2,Neutral
keeping,11,,4,,11,,5,,2,Neutral
certain,11,,4,,16,,6,,1,Neutral
considering,11,,4,,12,,3,,4,Neutral
tower,11,,1,,0,,4,,0,0
courthouse,11,,0,,0,,0,,0,0
document,11,,8,,12,,4,,3,Neutral
flag,11,,8,,13,,6,,7,Neutral
grown,11,,0,,21,,5,,2,Neutral
mark,11,,13,,12,,7,,5,Neutral
reading,11,,3,,32,,46,,10,Neutral
indicted,11,,2,,7,,0,,2,Neutral
deserves,11,,3,,11,,13,,6,Neutral
lee,11,,1,,11,,1,,1,Neutral
habba,11,,0,,0,,0,,0,0
buck,11,,1,,13,,1,,10,Neutral
target,11,,0,,4,,2,,4,Neutral
insulin,11,,0,,25,,2,,1,Neutral
shell,11,,0,,12,,9,,9,Neutral
ivanka,10,,1,,0,,0,,0,0
werent,10,,6,,5,,6,,5,Neutral
worth,10,,4,,18,,16,,8,Positiva
violence,10,,9,,29,,10,,4,Neutral
fellow,10,,7,,14,,11,,6,Neutral
dream,10,,2,,12,,25,,9,Neutral
chat,10,,3,,4,,2,,0,0
local,10,,0,,3,,4,,9,Neutral
internet,10,,1,,4,,5,,6,Neutral
influence,10,,4,,9,,24,,3,Neutral
becoming,10,,5,,11,,7,,6,Neutral
changing,10,,6,,12,,2,,2,Neutral
miss,10,,3,,18,,20,,2,Negativa
wisdom,10,,2,,45,,2,,5,Positiva
double,10,,4,,14,,7,,13,Neutral
present,10,,2,,15,,10,,4,Neutral
context,10,,3,,4,,7,,9,Neutral
personality,10,,5,,4,,15,,3,Neutral
r,10,,5,,15,,22,,8,Neutral
listening,10,,6,,20,,38,,12,Neutral
afraid,10,,9,,18,,9,,7,Negativa
became,10,,6,,33,,11,,4,Neutral
machine,10,,2,,7,,14,,6,Neutral
nine,10,,1,,3,,3,,3,Neutral
narcissistic,10,,0,,10,,4,,1,Neutral
list,10,,0,,18,,52,,4,Neutral
screwed,10,,2,,8,,14,,2,Negativa
rise,10,,5,,8,,3,,2,Neutral
careful,10,,1,,4,,4,,2,Neutral
mate,10,,18,,10,,3,,18,Neutral
civilization,10,,0,,3,,2,,0,0
tool,10,,1,,5,,3,,7,Neutral
yea,10,,2,,14,,11,,5,Neutral
letting,10,,6,,18,,9,,9,Neutral
hatred,10,,2,,3,,16,,9,Negativa
ticket,10,,11,,31,,10,,24,Neutral
journalist,10,,26,,11,,13,,5,Neutral
equal,10,,2,,6,,7,,6,Neutral
pandemic,10,,0,,24,,6,,18,Neutral
exposed,10,,1,,5,,8,,3,Neutral
network,10,,8,,48,,3,,7,Neutral
color,10,,9,,9,,56,,8,Neutral
chinese,10,,1,,19,,14,,8,Neutral
dc,10,,4,,8,,6,,4,Neutral
puerto,10,,0,,0,,9,,65,Neutral
miserable,10,,4,,3,,4,,3,Negativa
moved,10,,3,,10,,4,,9,Neutral
gold,10,,0,,13,,4,,0,0
financial,10,,2,,8,,8,,2,Neutral
bank,10,,9,,20,,8,,1,Neutral
led,10,,1,,18,,5,,3,Positiva
represent,10,,1,,15,,13,,6,Neutral
rigged,10,,3,,10,,1,,7,Neutral
decade,10,,9,,19,,17,,6,Neutral
repeatedly,10,,2,,20,,5,,3,Neutral
impossible,10,,2,,11,,3,,2,Negativa
title,10,,4,,16,,6,,2,Neutral
wind,10,,1,,9,,2,,2,Neutral
wan,10,,7,,25,,15,,5,Neutral
brainwashed,10,,5,,9,,16,,4,Neutral
easily,10,,3,,6,,10,,3,Neutral
college,10,,7,,22,,12,,12,Neutral
afford,10,,3,,32,,25,,14,Positiva
theyve,10,,3,,15,,9,,5,Neutral
solution,10,,4,,17,,4,,12,Neutral
written,10,,1,,22,,13,,4,Neutral
